Gender,Married,Dependents,Education,Self_Employed,Loan_Amount_Term,Credit_History,ApplicantIncome_log,CoapplicantIncome_log,TotalIncome_log,LoanAmount_log,EMI,BalanceIncome,IncomeLoanRatio,Property_Area_Rural,Property_Area_Semiurban,Property_Area_Urban
0.46405445225045033,-1.3803352649943352,-0.7485862381397372,-0.5404676337745812,-0.3940737464575112,0.28069138826167456,0.39751587128632765,-0.430567500590937,-1.087807285987484,-1.0871032909794651,-1.8964388551754523,-0.620917534519888,-0.5385122306957475,0.4253737524559204,-0.6473601350938059,-0.7741760356675698,1.42508392648674
0.46405445225045033,0.7244616763479587,0.25020681329127087,-0.5404676337745812,-0.3940737464575112,0.28069138826167456,0.39751587128632765,-0.40132423508537457,-1.087807285987484,-1.0528973981533813,-0.5962729655604662,-0.3915693249301232,-0.5487878744067044,-0.49543316227876294,-0.6473601350938059,1.2916958855975214,-0.7017130580269054
0.46405445225045033,0.7244616763479587,1.248999864722279,-0.5404676337745812,-0.3940737464575112,0.28069138826167456,-2.5156228272448207,-0.38949440472514607,0.833979711820945,-0.2776082704408669,0.2987745528819101,-0.12233447019431234,-0.30489094006926576,-0.5181684261553887,1.544735218913495,-0.7741760356675698,-0.7017130580269054
0.46405445225045033,0.7244616763479587,0.25020681329127087,1.8502495570661337,-0.3940737464575112,-2.4867678815472076,-2.5156228272448207,-0.7520666445030031,0.8001775888070419,-0.6378044505868821,-0.26968207135020994,0.2565886586931251,-0.4754050743943464,-0.4253651788648478,1.544735218913495,-0.7741760356675698,-0.7017130580269054
0.46405445225045033,0.7244616763479587,-0.7485862381397372,-0.5404676337745812,-0.3940737464575112,0.28069138826167456,0.39751587128632765,-0.7717732655403874,0.9016708201679339,-0.3547000373240389,0.2987745528819101,-0.12233447019431234,-0.33674372581554324,-0.5607723798071638,-0.6473601350938059,1.2916958855975214,-0.7017130580269054
0.46405445225045033,0.7244616763479587,1.248999864722279,1.8502495570661337,2.5375960946127614,0.28069138826167456,0.39751587128632765,-1.298480852477363,0.8577448002108776,-0.8258096789203918,-0.5755303063106267,-0.38658349428686745,-0.4822783003041712,-0.36832163067800827,-0.6473601350938059,1.2916958855975214,-0.7017130580269054
0.46405445225045033,0.7244616763479587,-0.7485862381397372,-0.5404676337745812,-0.3940737464575112,-2.4867678815472076,0.39751587128632765,-0.5585323845736011,1.0125292036396658,0.16337263740807825,-1.6714970708113455,-0.31179603463803107,-0.07845063173663075,1.940670789238677,-0.6473601350938059,1.2916958855975214,-0.7017130580269054
0.46405445225045033,0.7244616763479587,-0.7485862381397372,-0.5404676337745812,-0.3940737464575112,0.28069138826167456,0.39751587128632765,-0.9210472776813289,0.8916114929084061,-0.4814252413967862,-1.601752519803333,-0.581030889373842,-0.3469680767958298,0.8238962305927083,1.544735218913495,-0.7741760356675698,-0.7017130580269054
-2.154919525392895,-1.3803352649943352,-0.7485862381397372,-0.5404676337745812,2.5375960946127614,0.28069138826167456,0.39751587128632765,0.8718879869865476,-1.087807285987484,0.4363809043935128,0.8159399567950343,0.09704207810894085,0.04422448244991839,-0.3716262354216816,1.544735218913495,-0.7741760356675698,-0.7017130580269054
0.46405445225045033,0.7244616763479587,-0.7485862381397372,-0.5404676337745812,-0.3940737464575112,0.28069138826167456,0.39751587128632765,0.10868608270853251,1.1412455416191705,1.0187869534218108,1.3663902128145275,0.4011777473475421,0.4439316349869419,-0.31829516774920547,-0.6473601350938059,1.2916958855975214,-0.7017130580269054
0.46405445225045033,-1.3803352649943352,0.25020681329127087,-0.5404676337745812,-0.3940737464575112,0.28069138826167456,0.39751587128632765,3.4282193500878684,-1.087807285987484,3.4265256478924218,0.32538535191889467,-0.11236280890780086,4.721300835893665,6.104161557345047,-0.6473601350938059,1.2916958855975214,-0.7017130580269054
